bday,district,from,gender,to,year,week
17-june-1987,chennai,islam,F,hindu,2012,47
28-july-1961,nagapattinam,hindu,M,islam,2012,47
10-april-1964,ramanathapuram,islam,M,hindu,2012,47
17-june-1995,nagapattinam,hindu,M,islam,2012,47
15-june-1971,nagapattinam,hindu,F,islam,2012,47
30-august-1988,chennai,christian,F,islam,2012,47
7-july-1984,erode,hindu,F,islam,2012,47
5-april-1968,salem,christian,M,hindu,2012,47
27-february-1978,coimbatore,hindu,M,christian,2012,47
8-april-1978,salem,christian,F,hindu,2012,47
14-may-1983,"tirunelveli),residing at no. 4-2-26 (1",hindu,M,christian,2012,47
13-may-2009,coimbatore,hindu,M,christian,2012,47
19-march-1984,ramanathapuram,hindu,F,islam,2012,47
UNK,kanyakumari,christian,F,hindu,2012,47
5-february-1980,tiruchirappalli,hindu,F,islam,2012,47
14-august-1968,salem,christian,M,hindu,2012,47
1-june-1971,salem,christian,M,hindu,2012,47
26-august-1980,perambalur,christian,F,hindu,2012,47
12-october-1975,salem,christian,M,hindu,2012,47
UNK,chennai,hindu,M,christian,2012,47
29-july-1981,chennai,hindu,F,christian,2012,47
5-april-1977,tirunelveli,hindu,M,christian,2012,47
18-may-1984,chennai,hindu,F,christian,2012,47
UNK,chennai,hindu,M,islam,2012,47
22-february-1989,krishnagiri,hindu,F,islam,2012,47
1-june-1968,thoothukkudi,christian,M,hindu,2012,47
5-march-2000,vellore,christian,F,hindu,2012,47
17-april-2003,vellore,christian,F,hindu,2012,47
6-december-1999,dindigul,hindu,M,islam,2012,47
7-february-1998,dindigul,hindu,M,islam,2012,47
8-december-1985,kanyakumari,hindu,M,islam,2012,47
18-january-1981,chennai,hindu,F,christian,2012,47
26-january-1985,chennai,hindu,M,christian,2012,47
UNK,virudhunagar,christian,F,hindu,2012,47
10--,virudhunagar,UNK,F,UNK,2012,47
24-june-1975,pudukkottai,christian,F,hindu,2012,47
15-june-1969,pudukkottai,christian,M,hindu,2012,47
17-may-1958,chennai,hindu,M,christian,2012,47
9--,tiruvallur,christian,M,christian,2012,47
11-april-1972,salem,UNK,M,UNK,2012,47
11-september-1997,cuddalore,hindu,M,islam,2012,47
7-october-2001,cuddalore,hindu,F,islam,2012,47
4--,cuddalore,hindu,M,islam,2012,47
1-april-1988,tirunelveli,hindu,M,christian,2012,47
6-june-1986,dharmapuri,UNK,M,UNK,2012,47
4-february-1951,thoothukkudi,UNK,M,UNK,2012,47
5-april-1965,kottayamkerala,UNK,F,UNK,2012,47
25-february-1984,coimbatore,hindu,F,christian,2012,12
UNK,madurai,hindu,M,christian,2012,12
"14-may-1971,",kanyakumari,hindu,F,islam,2012,12
27-july-1991,thanjavur,hindu,F,islam,2012,12
23-may-1982,coimbatore,hindu,F,christian,2012,12
7-october-1987,tiruppur,islam,F,hindu,2012,12
10-april-1979,tiruppur,hindu,M,islam,2012,12
14-january-1978,chennai,hindu,M,christian,2012,12
20-may-1988,tiruppur,christian,F,hindu,2012,12
24-august-1974,chennai,islam,F,hindu,2012,12
28-may-1978,chennai,hindu,M,islam,2012,12
20-may-1966,virudhunagar,christian,M,hindu,2012,12
9-may-1966,virudhunagar,christian,F,hindu,2012,12
16-march-1986,chennai,hindu,F,islam,2012,12
22-july-1966,coimbatore,christian,M,islam,2012,12
14-march-1977,coimbatore,hindu,F,christian,2012,12
25-september-1976,kancheepuram,islam,F,hindu,2012,12
15-october-1970,coimbatore,christian,F,hindu,2012,12
5-may-1968,tirunelveli,hindu,M,christian,2012,12
UNK,UNK,hindu,M,islam,2012,12
19-july-1979,chennai,hindu,M,islam,2012,12
4-july-1988,tiruvallur,hindu,F,christian,2012,12
5-july-1990,tiruvallur,hindu,F,christian,2012,12
10-october-1985,thenilgiris,hindu,F,islam,2012,12
UNK,karur,hindu,M,islam,2012,12
28-august-1993,tiruvallur,hindu,F,christian,2012,12
20-november-1992,tiruvallur,hindu,F,christian,2012,12
20-march-1978,tiruvallur,hindu,F,christian,2012,12
25-october-1949,villupuram,christian,M,hindu,2012,12
23-march-1975,chennai,hindu,M,christian,2012,12
28-august-1983,coimbatore,christian,M,hindu,2012,12
27-may-1990,ariyalur,christian,M,hindu,2012,12
4-june-1991,tirunelveli,hindu,M,islam,2012,12
30-april-1987,ariyalur,christian,F,hindu,2012,12
11-march-1975,tirunelveli,hindu,F,christian,2012,12
8-september-1962,ariyalur,christian,F,hindu,2012,12
10-january-1976,tirunelveli,hindu,F,islam,2012,12
5-april-1980,chennai,islam,F,hindu,2012,12
18-july-1957,coimbatore,christian,F,hindu,2012,12
9-february-1971,tiruchirappalli,hindu,M,christian,2012,12
16-february-1984,thiruvannamalai,hindu,F,islam,2012,12
10-june-1981,chennai,christian,F,hindu,2012,12
6-june-1970,vellore,hindu,F,christian,2012,12
8-october-1962,alleppey-karala,hindu,F,christian,2012,12
"12-october-1983,",chennai,UNK,F,UNK,2012,12
10-june-1990,vellore,hindu,M,christian,2012,12
UNK,madurai,hindu,F,christian,2012,12
31-october-1980,chennai,hindu,M,islam,2012,12
14-march-1987,thanjvur,hindu,F,islam,2012,12
UNK,chennai,hindu,M,islam,2012,12
7-june-1966,chennai,hindu,F,christian,2012,12
18-june-1980,vellore,christian,F,hindu,2012,12
UNK,chennai,hindu,F,christian,2012,12
22-october-1963,tiruvallur,hindu,M,christian,2012,12
12-july-1979,sivagangai,hindu,F,islam,2012,12
14-january-1985,tirunelveli,hindu,F,christian,2012,12
2-november-1989,chennai,hindu,F,islam,2012,12
19-november-1988,surat-gujarat,hindu,F,islam,2012,12
22-february-1982,chennai,hindu,F,christian,2012,12
27-july-1979,thiruvannamalai,hindu,M,islam,2012,12
10-september-1978,thoothukkudi,hindu,F,islam,2012,12
20-june-1971,thoothukkudi,hindu,M,islam,2012,12
20-april-1981,villupuram,hindu,F,islam,2012,12
27-october-1989,chennai,hindu,F,islam,2012,12
6-december-1967,chennai,hindu,M,christian,2012,12
5-december-1939,ramanathapuram,hindu,M,islam,2012,12
9-february-1983,dindigul,hindu,M,islam,2012,12
20-december-1972,dindigul,hindu,F,islam,2012,12
13-may-1989,madurai,christian,M,hindu,2012,27
20-march-1968,virudhunagar,christian,M,hindu,2012,27
15-july-1987,virudhunagar,islam,F,hindu,2012,27
25-october-1989,madurai,hindu,F,islam,2012,27
3-august-1984,coimbatore,hindu,M,islam,2012,27
16-september-1991,coimbatore,islam,F,hindu,2012,27
10-june-1962,virudhunagar,christian,F,hindu,2012,27
11-april-1952,virudhunagar,christian,M,hindu,2012,27
26-june-1981,ramanathapuram,hindu,M,islam,2012,27
7-june-1988,thanjavur,hindu,F,islam,2012,27
3-october-1987,trichirappalli,hindu,F,islam,2012,27
5-december-1989,madurai,hindu,M,islam,2012,27
20-april-1988,thoothukkudi,hindu,F,christian,2012,27
6-may-1951,vellore,hindu,M,christian,2012,27
25-july-1987,kancheepuram,hindu,F,islam,2012,27
UNK,chennai,hindu,F,christian,2012,27
18-september-1990,tirunelveli,hindu,M,islam,2012,27
19-march-1971,tirunelveli,hindu,M,islam,2012,27
27-march-1971,the nilgiris,hindu,M,islam,2012,27
1-december-1985,kancheepuram,christian,F,hindu,2012,27
27-january-1986,coimbatore,hindu,F,islam,2012,27
10-february-1965,chennai,hindu,M,islam,2012,27
20-may-1986,thoothukkudi,hindu,M,christian,2012,27
24-december-1982,villuppuram,christian,M,hindu,2012,27
24-june-1979,tiruvarur,christian,F,hindu,2012,27
6-june-1975,cuddalore,hindu,M,islam,2012,27
2-june-1954,chennai,hindu,F,islam,2012,27
4-july-1984,tiruvallur,hindu,F,islam,2012,27
7-july-1973,chennai,hindu,M,islam,2012,27
18-january-1968,tiruvallur,hindu,M,christian,2012,27
7-june-1950,vellore,christian,M,hindu,2012,27
15-may-1978,vellore,hindu,M,christian,2012,27
29-august-1974,tiruvarur,christian,M,hindu,2012,27
10-february-1985,chennai,hindu,F,islam,2012,27
12-october-2003,chennai,hindu,M,islam,2012,27
6-february-1999,kancheepuram,islam,F,christian,2012,27
14-may-1986,villupuram,hindu,M,islam,2012,27
16-may-1986,tiruvallur,hindu,F,islam,2012,27
29-november-2002,sivagangai,UNK,M,UNK,2012,27
10-march-1957,kancheepuram,hindu,F,islam,2012,27
17-may-1988,thanjavur,christian,F,hindu,2012,27
10-april-1967,virudhunagar,hindu,M,islam,2012,27
10-july-1967,virudhunagar,hindu,M,islam,2012,27
UNK,chennai,islam,F,hindu,2012,27
3-june-1982,salem,christian,M,hindu,2012,27
20-march-1971,chennai,christian,M,hindu,2012,27
17-june-1986,thoothukkudi,hindu,F,islam,2012,27
4-april-1969,cuddalore,christian,M,hindu,2012,27
UNK,tiruchirappalli,hindu,M,islam,2012,27
14-may-1996,chennai,christian,M,hindu,2012,27
15-december-1987,chennai,christian,F,hindu,2012,27
23-august-1983,chennai,christian,M,hindu,2012,27
5-march-1950,tiruvallur,hindu,M,christian,2012,27
8-july-1968,thiruvannamalai,hindu,M,islam,2012,27
10-may-1945,tiruchirappalli,hindu,M,christian,2012,27
25-july-1985,karur,hindu,M,islam,2012,27
8-march-1990,vellore,hindu,M,christian,2012,27
8-june-1987,chennai,hindu,F,islam,2012,27
20-february-1947,thanjavur,hindu,M,islam,2012,27
29-may-1965,tiruvallur,hindu,M,islam,2012,27
UNK,krishnagiri,hindu,M,islam,2012,27
17-may-1983,chennai,hindu,F,christian,2012,27
UNK,chennai,hindu,F,christian,2012,27
21-september-1971,chennai,hindu,F,christian,2012,27
UNK,thoothukkudi,hindu,M,christian,2012,27
16-december-1992,kancheepuram,hindu,F,islam,2012,27
28-february-1986,kanyakumari,hindu,F,christian,2012,27
2-june-1952,thoothukkudi,hindu,M,christian,2012,27
24-may-1976,kancheepuram,hindu,M,christian,2012,27
5-december-1978,madurai,hindu,M,islam,2012,27
7-july-1963,tirunelveli,hindu,M,christian,2012,27
18-december-1987,madurai,hindu,F,islam,2012,27
6-may-1965,tiruvarur,hindu,M,christian,2012,27
10-july-1985,kancheepuram,islam,F,hindu,2012,27
UNK,chennai,christian,F,hindu,2012,27
1-may-1983,chennai,christian,M,islam,2012,27
1-may-1988,chennai,hindu,M,islam,2012,27
24-february-1993,chennai,hindu,F,islam,2012,27
UNK,chennai,hindu,F,islam,2012,27
25-may-1984,dharmapuri,hindu,F,islam,2012,27
5-april-1959,salem,hindu,M,christian,2012,27
18-may-1990,coimbatore,christian,M,islam,2012,27
3-january-1986,UNK,christian,M,islam,2012,27
23-may-1967,tirunelveli,hindu,F,christian,2012,27
4-march-1969,salem,hindu,F,christian,2012,27
5-september-1972,coimbatore,islam,F,hindu,2012,27
20-may-1988,coimbatore,hindu,M,islam,2012,27
11-april-1966,chennai,hindu,F,christian,2012,27
20-october-1994,tirunelveli,christian,M,hindu,2012,27
12-may-1983,tiruvallur,hindu,F,christian,2012,27
13-october-1966,tiruchirappalli,hindu,M,christian,2012,27
5-march-1991,chennai,hindu,F,islam,2012,27
5-june-1969,chennai,hindu,M,christian,2012,27
7-october-1973,tiruvallur,hindu,F,christian,2012,27
UNK,coimbatore,hindu,F,christian,2012,27
7-november-1984,"coimbatore), residing at no. 179, pudhu unchapalayam(w",hindu,F,christian,2012,27
9-june-2004,kancheepuram,islam,F,christian,2012,27
10-april-1970,tiruchirappalli,hindu,M,islam,2012,27
6-march-1984,chennai,hindu,F,christian,2012,27
20-july-1985,erode,hindu,F,islam,2012,27
2-july-1990,thoothukkudi,hindu,M,islam,2012,27
4-october-1958,kanyakumari,hindu,M,christian,2012,27
2-march-1969,thiruvananthapuram-kerala,islam,M,christian,2012,27
16-april-1975,kancheepuram,hindu,M,islam,2012,27
UNK,tirunelveli,UNK,M,UNK,2012,34
25-february-2004,tirunelveli,UNK,F,UNK,2012,34
8-february-1984,thanjavur,hindu,F,christian,2012,34
17-july-2000,tirunelveli,UNK,M,UNK,2012,34
10-january-1955,thanjavur,hindu,F,islam,2012,34
16-may-1973,virudhunagar,hindu,F,christian,2012,34
11-july-1986,tiruchirappalli,hindu,M,islam,2012,34
3-october-1987,thanjavur,hindu,F,islam,2012,34
20-may-1987,vellore,hindu,M,islam,2012,34
3-february-1981,tiruvallur,christian,M,christian,2012,34
13-march-2005,tirunelveli,UNK,F,UNK,2012,34
25-february-1967,theni,christian,M,hindu,2012,34
5-june-1977,ramanathapuram,christian,M,hindu,2012,34
30-may-1979,virudhunagar,christian,F,hindu,2012,34
21-april-1985,tirunelveli,christian,F,hindu,2012,34
25-march-1975,thoothukkudi,christian,M,hindu,2012,34
10-april-1986,nagappattinam,hindu,M,islam,2012,34
10-april-1967,chennai,hindu,M,christian,2012,34
21-april-1984,madurai,hindu,M,christian,2012,34
3-october-1972,chennai,hindu,F,christian,2012,34
UNK,virudhunagar,hindu,M,christian,2012,34
24-january-1979,coimbatore,hindu,F,christian,2012,34
14-april-1967,coimbatore,islam,M,christian,2012,34
4-june-1983,vellore,hindu,M,christian,2012,34
30-march-1981,pudukkottai,hindu,M,christian,2012,34
10-april-1979,tiruchirappalli,hindu,M,christian,2012,34
15-june-1952,thanjavur,hindu,M,christian,2012,34
UNK,salem,hindu,F,islam,2012,34
25-may-1956,the nilgiris,hindu,M,islam,2012,34
24-february-1987,chennai,christian,F,islam,2012,34
UNK,deoghar-bihar,hindu,F,christian,2012,34
5-may-1977,tiruvarur,hindu,M,islam,2012,34
3-may-1978,ramanathapuram,christian,M,hindu,2012,34
16-september-1995,sivagangai,christian,M,hindu,2012,34
20-may-1977,sivagangai,christian,F,hindu,2012,34
11-june-1987,chennai,hindu,F,islam,2012,34
18-june-1981,kancheepuram,christian,M,hindu,2012,34
14-december-1994,villupuram,christian,M,hindu,2012,34
UNK,thiruvannamalai,christian,M,hindu,2012,34
12-december-1987,thoothukkudi,islam,F,christian,2012,34
6-may-1974,ramanathapuram,christian,M,hindu,2012,34
15-june-1962,ramanathapuram,christian,M,hindu,2012,34
1-july-1967,chennai,hindu,F,christian,2012,34
UNK,thoothukkudi,hindu,F,christian,2012,34
1-july-1980,chennai,christian,F,hindu,2012,34
13-april-1970,dindigul,hindu,F,islam,2012,34
22-september-1985,cuddalore,christian,F,hindu,2012,34
UNK,thoothukkudi,christian,F,christian,2012,34
19-april-1982,kanyakumari,hindu,M,christian,2012,34
7-december-1975,tiruvallur,hindu,F,christian,2012,34
25-august-1974,tiruvallur,UNK,M,UNK,2012,34
UNK,chennai,christian,F,hindu,2012,34
UNK,chennai,hindu,F,islam,2012,34
20-october-1997,chennai,hindu,F,christian,2012,34
23-may-1973,tirunelveli,hindu,M,islam,2012,34
30-may-1969,ramanathapuram,christian,M,christian,2012,31
15-february-1991,tiruchirappalli,christian,F,islam,2012,31
15-october-1972,chennai,hindu,F,islam,2012,31
10-march-1972,sivagangai,christian,F,hindu,2012,31
7-march-1988,sivagangai,christian,M,hindu,2012,31
7-january-1985,sivagangai,christian,F,hindu,2012,31
UNK,ramanathapuram,christian,M,hindu,2012,31
12-june-1983,tirunelveli,islam,F,hindu,2012,31
19-may-1982,salem,hindu,M,islam,2012,31
UNK,coimbatore,hindu,F,islam,2012,31
15-june-1991,tirunelveli,hindu,F,christian,2012,31
13-august-1935,tirunelveli,hindu,M,islam,2012,31
UNK,UNK,hindu,F,christian,2012,31
UNK,UNK,christian,F,hindu,2012,31
UNK,UNK,hindu,M,islam,2012,31
UNK,chennai,hindu,F,christian,2012,31
24--,chennai,hindu,M,christian,2012,31
20-may-1998,tirunelveli,hindu,M,islam,2012,31
UNK,tirunelveli,hindu,M,islam,2012,31
30-august-1992,tirunelveli,hindu,M,christian,2012,31
12-july-1986,tirunelveli,hindu,F,christian,2012,31
4-may-1975,tirunelveli,hindu,M,islam,2012,31
UNK,virudhunagar,hindu,F,islam,2012,31
25-december-1970,madurai,hindu,F,christian,2012,31
20-june-1988,dharmapuri,hindu,F,islam,2012,31
18-july-1986,cuddalore,hindu,F,islam,2012,31
UNK,villupuram,christian,M,islam,2012,31
12-march-1983,tirunelveli,hindu,M,christian,2012,31
30-june-1973,thoothukkudi,christian,F,hindu,2012,31
10-january-1970,thoothukkudi,hindu,F,islam,2012,31
28-february-1993,thoothukkudi,christian,M,hindu,2012,31
9-october-1983,chennai,christian,F,hindu,2012,31
20-january-1998,thoothukkudi,christian,M,hindu,2012,31
10-may-1985,chennai,christian,F,hindu,2012,31
28-may-1982,tirunelveli,christian,F,hindu,2012,31
28-may-1969,chennai,hindu,F,christian,2012,31
25-november-1991,chennai,hindu,F,islam,2012,31
10-june-1966,chennai,hindu,F,christian,2012,31
6-september-1981,chennai,islam,F,hindu,2012,31
16-march-1971,tiruvallur,hindu,M,islam,2012,31
UNK,UNK,hindu,M,christian,2012,31
2-june-1991,nagapattinam,hindu,M,islam,2012,31
UNK,UNK,hindu,F,christian,2012,31
7-may-1975,virudhunagar,christian,M,hindu,2012,31
UNK,UNK,hindu,M,islam,2012,31
UNK,UNK,hindu,M,islam,2012,31
UNK,UNK,UNK,M,UNK,2012,31
17-april-1993,villupuram,hindu,F,islam,2012,31
UNK,puducherry,hindu,F,islam,2012,31
10-december-1998,tiruvarur,hindu,F,islam,2012,31
UNK,UNK,hindu,F,islam,2012,31
UNK,chennai,christian,F,hindu,2012,31
UNK,UNK,hindu,F,islam,2012,31
27-december-1997,chennai,christian,M,hindu,2012,31
2-august-1993,nagapattinam,hindu,M,islam,2012,31
10-january-1999,chennai,christian,M,hindu,2012,31
7-august-1964,kancheepuram,hindu,F,christian,2012,31
17-june-1991,chennai,hindu,F,islam,2012,31
23-february-1982,thoothukkudi,hindu,F,islam,2012,31
4-may-1967,vellore,hindu,M,christian,2012,31
4-may-1972,tirunelveli,hindu,M,christian,2012,31
11-may-1994,chennai,islam,F,christian,2012,31
UNK,coimbatore,hindu,M,christian,2012,31
12-march-1969,tirunelveli,hindu,M,christian,2012,31
2-april-1985,virudhunagar,hindu,F,christian,2012,31
10-february-1978,tirunelveli,hindu,M,islam,2012,31
13-may-1975,madurai,hindu,M,christian,2012,31
1-january-1974,madurai,hindu,M,christian,2012,31
20-june-1976,vellore,hindu,M,christian,2012,31
4-january-1965,tirunelveli,hindu,M,christian,2012,31
UNK,chennai,hindu,F,islam,2012,31
24-may-1969,theni,UNK,M,UNK,2012,31
2-february-1983,tirunelveli,hindu,M,islam,2012,31
11-may-1992,coimbatore,hindu,F,islam,2012,31
16-april-1987,theni,hindu,F,islam,2012,31
22-february-1988,theni,hindu,M,islam,2012,31
26-january-1982,nagappattinam,islam,F,hindu,2012,31
5-june-1970,kancheepuram,islam,M,hindu,2012,31
7-may-1981,thiruvannamalai,christian,F,hindu,2012,31
5-january-1970,villupuram,christian,M,hindu,2012,31
12-march-1967,chennai,hindu,M,christian,2012,31
8-april-1975,villupuram,christian,F,hindu,2012,31
1-april-1968,kanyakumari,islam,F,christian,2012,31
2-january-1989,chennai,islam,F,hindu,2012,31
22-february-1973,thanjavur,christian,M,hindu,2012,31
8-may-1976,tiruchirappalli,hindu,M,christian,2012,31
1-june-1968,the nilgiris,hindu,F,christian,2012,31
10-october-1947,chennai,christian,M,hindu,2012,31
4-may-1984,chennai,islam,F,hindu,2012,31
4-february-1964,thoothukkudi,christian,M,hindu,2012,31
14-june-1947,kolar-karnataka,christian,M,hindu,2012,31
4-may-1971,thoothukkudi,christian,M,hindu,2012,31
15-july-1960,kancheepuram,christian,M,hindu,2012,31
14-april-1975,madurai,hindu,F,islam,2012,31
21-december-1981,chennai,hindu,M,christian,2012,31
17-march-1964,sivagangai,hindu,M,islam,2012,31
10-march-1981,thoothukkudi,islam,F,christian,2012,38
12-august-1944,kancheepuram,hindu,M,christian,2012,38
30-july-1989,thanjavur,hindu,F,islam,2012,38
26-april-1974,pudukkottai,christian,F,hindu,2012,38
27-may-1999,pudukkottai,christian,M,hindu,2012,38
8--,kanyakumari,christian,M,islam,2012,38
25-may-1982,trivuanandapuram-kerala,christian,F,islam,2012,38
26--,kanyakumari,christian,M,islam,2012,38
18-september-1963,chennai,hindu,M,christian,2012,38
17-july-1979,chennai,hindu,M,islam,2012,38
9-march-1994,coimbatore,hindu,F,christian,2012,38
4-july-1987,kanyakumari,hindu,M,islam,2012,38
14-november-1968,tiruppur,UNK,M,UNK,2012,38
27-october-1982,thiruvannamalai,hindu,M,islam,2012,38
12-april-1987,villupuram,christian,F,hindu,2012,38
11-april-1976,thoothukkudi,UNK,M,UNK,2012,38
3-may-1978,thoothukkudi,UNK,F,UNK,2012,38
12-april-1967,ramanathapuram,hindu,M,islam,2012,38
5-may-1990,kanyakumari,hindu,M,islam,2012,38
14-november-1985,villupuram,hindu,M,islam,2012,38
15-april-1982,tirunelveli,hindu,M,islam,2012,38
22-july-2001,thoothukkudi,UNK,F,UNK,2012,38
29-may-1981,kanyakumari,hindu,M,islam,2012,38
23--,thoothukkudi,UNK,M,UNK,2012,38
10-june-1971,nagapattinam,hindu,M,islam,2012,38
27-august-1985,tiruchirappalli,hindu,F,islam,2012,38
7-june-1989,tirunelveli,hindu,M,islam,2012,38
3-october-1980,chennai,hindu,M,islam,2012,38
27-may-1969,kanyakumari,hindu,M,islam,2012,38
16-july-1989,kanyakumari,hindu,M,islam,2012,38
23-october-1992,chennai,hindu,F,islam,2012,38
4-november-1984,chennai,hindu,M,christian,2012,38
UNK,chennai,hindu,M,islam,2012,38
16-march-1990,chennai,christian,F,christian,2012,38
28-august-2000,chennai,christian,M,hindu,2012,38
1-july-1970,madurai,christian,M,hindu,2012,38
12-march-1986,chennai,hindu,M,islam,2012,38
UNK,chennai,hindu,F,christian,2012,38
1-may-1980,kanyakumari,hindu,M,christian,2012,38
25-march-1975,chennai,hindu,M,christian,2012,38
6-february-1979,thoothukkudi,hindu,M,islam,2012,38
2--,chennai,hindu,M,christian,2012,38
23-january-1997,chennai,hindu,M,christian,2012,38
UNK,tirunelveli,hindu,F,islam,2012,38
17-august-1986,jalpaiguriwest bengal,hindu,F,islam,2012,38
22-june-1984,tiruvarur,hindu,M,islam,2012,38
11-march-1977,thoothukkudi,hindu,M,christian,2012,38
5-june-1958,coimbatore,hindu,M,christian,2012,38
9-may-2000,coimbatore,hindu,M,islam,2012,38
UNK,madurai,christian,F,hindu,2012,38
25-november-1994,coimbatore,hindu,M,islam,2012,38
3-june-1963,thenilgiris,hindu,M,christian,2012,38
9-august-1991,coimbatore,christian,M,islam,2012,38
6-may-1958,sivagangai,hindu,M,christian,2012,38
30-december-1996,coimbatore,hindu,F,islam,2012,38
19-march-1989,sivagangai,hindu,M,islam,2012,38
12-may-1986,chennai,hindu,F,islam,2012,38
12-may-1981,chennai,hindu,F,christian,2012,38
24-december-1980,tiruvallur,islam,M,hindu,2012,38
6-april-1986,madurai,hindu,M,islam,2012,38
UNK,kancheepuram,hindu,M,christian,2012,38
14-march-1980,kanyakumari,hindu,M,christian,2012,38
